Period,eFG%,TO%,OREB%,DREB%,FTF,VPS,FGM,FGA,FG%,eFG%,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PF,PA,PPP,PPG,+/-,MINS,TP,PoT,SCP,PiP,OREB,OREB%,DREB,DREB%,REB,AST,TO,A/TO,TO%,SLOB,SLOB%,PPSLOB,BLOB,BLOB%,PPBLOB,DEFL,STL,BLK,FOUL,CHG
SLE,47.70%,20.20%,51.40%,73.70%,0.23,1.2,29,64,45.30%,47.70%,26,51,51.00%,3,13,23.10%,14,15,93.30%,75,57,1.05,75,+ 18.0,34,16,24,21,50,18,51.40%,28,73.70%,46,6,18,0.33,20.20%,5,80.00%,1.2,5,40.00%,0.8,14,11,0,13,2
