Period,eFG%,TO%,OREB%,DREB%,FTF,VPS,FGM,FGA,FG%,eFG%,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,PF,PA,PPP,PPG,+/-,MINS,TP,PoT,SCP,PiP,OREB,OREB%,DREB,DREB%,REB,AST,TO,A/TO,TO%,SLOB,SLOB%,PPSLOB,BLOB,BLOB%,PPBLOB,DEFL,STL,BLK,FOUL,CHG
Overall,51.90%,21.60%,44.80%,69.70%,0.54,1.07,25,52,48.10%,51.90%,21,38,55.30%,4,14,28.60%,19,28,67.90%,73,67,1.04,73,+ 6.0,37,9,19,11,30,13,44.80%,23,69.70%,36,9,18,0.5,21.60%,5,40.00%,0.6,7,57.10%,1.29,17,11,1,21,0
